locus_tag	ftype	length_bp	gene	EC_number	COG	product
MFNABGGJ_03355	CDS	216				hypothetical protein
MFNABGGJ_03356	CDS	555				hypothetical protein
MFNABGGJ_03357	CDS	804				hypothetical protein
MFNABGGJ_03358	CDS	1398	efpA			putative MFS-type transporter EfpA
MFNABGGJ_03359	CDS	882	pgrR_9			HTH-type transcriptional regulator PgrR
MFNABGGJ_03360	CDS	576				hypothetical protein
MFNABGGJ_03361	CDS	1317	bdlA_1		COG0840	Biofilm dispersion protein BdlA
MFNABGGJ_03362	CDS	333				hypothetical protein
MFNABGGJ_03363	CDS	1329	oprD_5	3.4.21.-		Porin D
MFNABGGJ_03364	CDS	186				hypothetical protein
MFNABGGJ_03365	CDS	675	copR_2			Transcriptional activator protein CopR
MFNABGGJ_03366	CDS	1404	czcS_1	2.7.13.3		Sensor protein CzcS
MFNABGGJ_03367	CDS	3162	czcA_3			Cobalt-zinc-cadmium resistance protein CzcA
MFNABGGJ_03368	CDS	1119	czcB			Cobalt-zinc-cadmium resistance protein CzcB
MFNABGGJ_03369	CDS	1224	czcC			Cobalt-zinc-cadmium resistance protein CzcC
MFNABGGJ_03370	CDS	675	czcR_3			Transcriptional activator protein CzcR
MFNABGGJ_03371	CDS	906	czcD			Metal cation efflux system protein CzcD
MFNABGGJ_03372	CDS	1371	gntT_2		COG2610	High-affinity gluconate transporter
MFNABGGJ_03373	CDS	1284	proP_3			Proline/betaine transporter
MFNABGGJ_03374	CDS	1419	atoE		COG2031	Putative short-chain fatty acid transporter
MFNABGGJ_03375	CDS	345				hypothetical protein
MFNABGGJ_03376	CDS	291				hypothetical protein
MFNABGGJ_03377	CDS	1701				hypothetical protein
MFNABGGJ_03378	CDS	1170				hypothetical protein
MFNABGGJ_03379	CDS	525				hypothetical protein
MFNABGGJ_03380	CDS	645	can	4.2.1.1	COG0288	Carbonic anhydrase 2
MFNABGGJ_03381	CDS	405				hypothetical protein
MFNABGGJ_03382	CDS	453	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
MFNABGGJ_03383	CDS	738				hypothetical protein
MFNABGGJ_03384	CDS	1278				hypothetical protein
MFNABGGJ_03385	CDS	708				hypothetical protein
MFNABGGJ_03386	CDS	2841				hypothetical protein
MFNABGGJ_03387	CDS	2304	yebT		COG3008	Intermembrane transport protein YebT
MFNABGGJ_03388	CDS	624	pqiA_2		COG2995	Intermembrane transport protein PqiA
MFNABGGJ_03389	CDS	660				hypothetical protein
MFNABGGJ_03390	CDS	447	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
MFNABGGJ_03391	CDS	348				hypothetical protein
MFNABGGJ_03392	CDS	1026	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
MFNABGGJ_03393	CDS	2133	btuB_4			Vitamin B12 transporter BtuB
MFNABGGJ_03394	CDS	933				hypothetical protein
MFNABGGJ_03395	CDS	1902	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
MFNABGGJ_03396	CDS	516	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
MFNABGGJ_03397	CDS	1221	fabB	2.3.1.41		3-oxoacyl-[acyl-carrier-protein] synthase 1
MFNABGGJ_03398	CDS	1626				hypothetical protein
MFNABGGJ_03399	CDS	1005				hypothetical protein
MFNABGGJ_03400	CDS	417				hypothetical protein
MFNABGGJ_03401	CDS	873				hypothetical protein
MFNABGGJ_03402	CDS	729				hypothetical protein
MFNABGGJ_03403	CDS	1905	htpG		COG0326	Chaperone protein HtpG
MFNABGGJ_03404	CDS	453				hypothetical protein
MFNABGGJ_03405	CDS	477				hypothetical protein
MFNABGGJ_03406	CDS	243				hypothetical protein
MFNABGGJ_03407	CDS	3534				hypothetical protein
MFNABGGJ_03408	CDS	1314	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
MFNABGGJ_03409	CDS	882	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
MFNABGGJ_03410	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
MFNABGGJ_03411	CDS	1437	lpdG	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
MFNABGGJ_03412	CDS	1242	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
MFNABGGJ_03413	CDS	2832	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
MFNABGGJ_03414	CDS	705	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
MFNABGGJ_03415	CDS	1776	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
MFNABGGJ_03416	CDS	369	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
MFNABGGJ_03417	CDS	258	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
MFNABGGJ_03418	CDS	1290	gltA	2.3.3.16	COG0372	Citrate synthase
MFNABGGJ_03419	CDS	1659	actP_1		COG4147	Cation/acetate symporter ActP
MFNABGGJ_03420	CDS	312	yjcH_1		COG3162	Inner membrane protein YjcH
MFNABGGJ_03421	CDS	852				hypothetical protein
MFNABGGJ_03422	CDS	1554				hypothetical protein
MFNABGGJ_03423	CDS	369				hypothetical protein
MFNABGGJ_03424	CDS	1299				hypothetical protein
MFNABGGJ_03425	CDS	789				hypothetical protein
MFNABGGJ_03426	CDS	1992	aaeB_2			p-hydroxybenzoic acid efflux pump subunit AaeB
MFNABGGJ_03427	CDS	1014	cdhR_5		COG4977	HTH-type transcriptional regulator CdhR
MFNABGGJ_03428	CDS	906	yedI		COG2354	Inner membrane protein YedI
MFNABGGJ_03429	CDS	1422	oprM_3		COG1538	Outer membrane protein OprM
MFNABGGJ_03430	CDS	3132	mdtC_2			Multidrug resistance protein MdtC
MFNABGGJ_03431	CDS	3063	mdtB_3		COG0841	Multidrug resistance protein MdtB
MFNABGGJ_03432	CDS	1128	mdtA_6			Multidrug resistance protein MdtA
MFNABGGJ_03433	CDS	606	rutR_3		COG1309	HTH-type transcriptional regulator RutR
MFNABGGJ_03434	CDS	441				hypothetical protein
MFNABGGJ_03435	CDS	1776	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
MFNABGGJ_03436	CDS	783	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
MFNABGGJ_03437	CDS	891	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
MFNABGGJ_03438	CDS	1266	ttuD	1.1.1.81		Putative hydroxypyruvate reductase
MFNABGGJ_03439	CDS	1416	ttuE	2.7.1.40		Pyruvate kinase
MFNABGGJ_03440	CDS	876			COG4413	Urea transporter
MFNABGGJ_03441	CDS	825				hypothetical protein
MFNABGGJ_03442	CDS	1005	sbp_1		COG1613	Sulfate-binding protein
MFNABGGJ_03443	CDS	615				hypothetical protein
MFNABGGJ_03444	CDS	1149	sotB_2			sugar efflux transporter
MFNABGGJ_03445	CDS	405				hypothetical protein
MFNABGGJ_03446	CDS	189				hypothetical protein
MFNABGGJ_03447	CDS	882	pgrR_10			HTH-type transcriptional regulator PgrR
MFNABGGJ_03448	CDS	750	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
MFNABGGJ_03449	CDS	564	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
MFNABGGJ_03450	CDS	1149	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
MFNABGGJ_03451	CDS	723	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
MFNABGGJ_03452	CDS	774	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
MFNABGGJ_03453	CDS	867	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
MFNABGGJ_03454	CDS	1077	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
MFNABGGJ_03455	CDS	591	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
MFNABGGJ_03456	CDS	438	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
MFNABGGJ_03457	CDS	705	phnF		COG2188	putative transcriptional regulator PhnF
MFNABGGJ_03458	CDS	783	phnE		COG3639	Phosphate-import permease protein PhnE
MFNABGGJ_03459	CDS	1002				hypothetical protein
MFNABGGJ_03460	CDS	834	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
MFNABGGJ_03461	CDS	411				hypothetical protein
MFNABGGJ_03462	CDS	897	dmlR_12			HTH-type transcriptional regulator DmlR
MFNABGGJ_03463	CDS	1218				putative transporter
MFNABGGJ_03464	CDS	405				hypothetical protein
MFNABGGJ_03465	CDS	1194				hypothetical protein
MFNABGGJ_03466	CDS	474	ccmH		COG3088	Cytochrome c-type biogenesis protein CcmH
MFNABGGJ_03467	CDS	537	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
MFNABGGJ_03468	CDS	1989	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
MFNABGGJ_03469	CDS	456	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
MFNABGGJ_03470	CDS	177				hypothetical protein
MFNABGGJ_03471	CDS	756	ccmC		COG0755	Heme exporter protein C
MFNABGGJ_03472	CDS	669	ccmB		COG2386	Heme exporter protein B
MFNABGGJ_03473	CDS	636	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
MFNABGGJ_03474	CDS	1584				hypothetical protein
MFNABGGJ_03475	CDS	330				hypothetical protein
MFNABGGJ_03476	CDS	381				hypothetical protein
MFNABGGJ_03477	CDS	1164				hypothetical protein
MFNABGGJ_03478	CDS	378				hypothetical protein
MFNABGGJ_03479	CDS	486	cheW		COG0835	Chemotaxis protein CheW
MFNABGGJ_03480	CDS	813				hypothetical protein
MFNABGGJ_03481	CDS	789	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
MFNABGGJ_03482	CDS	888	motB_2		COG1360	Motility protein B
MFNABGGJ_03483	CDS	741	pomA		COG1291	Chemotaxis protein PomA
MFNABGGJ_03484	CDS	1122	cheB1	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase 1
MFNABGGJ_03485	CDS	2223				hypothetical protein
MFNABGGJ_03486	CDS	789	cheZ	3.1.3.-	COG3143	Protein phosphatase CheZ
MFNABGGJ_03487	CDS	375	cheY		COG0784	Chemotaxis protein CheY
MFNABGGJ_03488	CDS	741	fliA		COG1191	RNA polymerase sigma factor FliA
MFNABGGJ_03489	CDS	834	ylxH		COG0455	Flagellum site-determining protein YlxH
MFNABGGJ_03490	CDS	1317	srp54			Signal recognition particle 54 kDa protein
MFNABGGJ_03491	CDS	2115	flhA		COG1298	Flagellar biosynthesis protein FlhA
MFNABGGJ_03492	CDS	1137	flhB		COG1377	Flagellar biosynthetic protein FlhB
MFNABGGJ_03493	CDS	777	fliR		COG1684	Flagellar biosynthetic protein FliR
MFNABGGJ_03494	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
MFNABGGJ_03495	CDS	744	fliP		COG1338	Flagellar biosynthetic protein FliP
MFNABGGJ_03496	CDS	435	fliO		COG3190	Flagellar protein FliO
MFNABGGJ_03497	CDS	468	fliN		COG1886	Flagellar motor switch protein FliN
MFNABGGJ_03498	CDS	969	fliM		COG1868	Flagellar motor switch protein FliM
MFNABGGJ_03499	CDS	501				hypothetical protein
MFNABGGJ_03500	CDS	1371				hypothetical protein
MFNABGGJ_03501	CDS	1203				hypothetical protein
MFNABGGJ_03502	CDS	588	nudK	3.6.1.-		GDP-mannose pyrophosphatase NudK
MFNABGGJ_03503	CDS	756	glcR		COG1349	HTH-type transcriptional repressor GlcR
MFNABGGJ_03504	CDS	846		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
MFNABGGJ_03505	CDS	888	hcaR_2			Hca operon transcriptional activator HcaR
MFNABGGJ_03506	CDS	942				hypothetical protein
MFNABGGJ_03507	CDS	789	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
MFNABGGJ_03508	CDS	1056		1.17.1.9		Formate dehydrogenase, mitochondrial
MFNABGGJ_03509	CDS	738				hypothetical protein
MFNABGGJ_03510	CDS	432				hypothetical protein
MFNABGGJ_03511	CDS	225				hypothetical protein
MFNABGGJ_03512	CDS	504				hypothetical protein
MFNABGGJ_03513	CDS	561	yfkM	3.2.-.-	COG0693	General stress protein 18
MFNABGGJ_03514	CDS	222				hypothetical protein
MFNABGGJ_03515	CDS	558				hypothetical protein
MFNABGGJ_03516	CDS	477			COG5592	DNA nickase
MFNABGGJ_03517	CDS	177				hypothetical protein
MFNABGGJ_03518	CDS	321				hypothetical protein
MFNABGGJ_03519	CDS	1200				hypothetical protein
MFNABGGJ_03520	CDS	267	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
MFNABGGJ_03521	CDS	657				hypothetical protein
MFNABGGJ_03522	CDS	501				hypothetical protein
MFNABGGJ_03523	CDS	405				hypothetical protein
MFNABGGJ_03524	CDS	930				hypothetical protein
MFNABGGJ_03525	CDS	555				hypothetical protein
MFNABGGJ_03526	CDS	384				hypothetical protein
MFNABGGJ_03527	CDS	606				hypothetical protein
MFNABGGJ_03528	CDS	477				hypothetical protein
MFNABGGJ_03529	CDS	1248	nicP_5			Porin-like protein NicP
MFNABGGJ_03530	CDS	1611	argH_2	4.3.2.1	COG0165	Argininosuccinate lyase
MFNABGGJ_03531	CDS	1233	dctA_2			C4-dicarboxylate transport protein
MFNABGGJ_03532	CDS	915	benM_3			HTH-type transcriptional regulator BenM
MFNABGGJ_03533	CDS	876	argP_1			HTH-type transcriptional regulator ArgP
MFNABGGJ_03534	CDS	1026	curA_2	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
MFNABGGJ_03535	CDS	330				hypothetical protein
MFNABGGJ_03536	CDS	489				hypothetical protein
MFNABGGJ_03537	CDS	477				hypothetical protein
MFNABGGJ_03538	CDS	435	ypeA_2	2.3.1.-	COG0456	Acetyltransferase YpeA
MFNABGGJ_03539	CDS	1491	puuC_2	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
MFNABGGJ_03540	CDS	1380	puuP_1		COG0531	Putrescine importer PuuP
MFNABGGJ_03541	CDS	1383	spuC_2	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
MFNABGGJ_03542	CDS	840				hypothetical protein
MFNABGGJ_03543	CDS	1290				hypothetical protein
MFNABGGJ_03544	CDS	411				hypothetical protein
MFNABGGJ_03545	CDS	678				hypothetical protein
MFNABGGJ_03546	CDS	1146	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
MFNABGGJ_03547	CDS	912	gltC_8			HTH-type transcriptional regulator GltC
MFNABGGJ_03548	CDS	1416				hypothetical protein
MFNABGGJ_03549	CDS	492				hypothetical protein
MFNABGGJ_03550	CDS	426		2.3.1.-		Acetyltransferase
MFNABGGJ_03551	CDS	213				hypothetical protein
MFNABGGJ_03552	CDS	546				hypothetical protein
MFNABGGJ_03553	CDS	528	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
MFNABGGJ_03554	CDS	681	cmoA_2	2.1.3.-		Carboxy-S-adenosyl-L-methionine synthase
MFNABGGJ_03555	CDS	1206				hypothetical protein
MFNABGGJ_03556	CDS	819	rsbQ			Sigma factor SigB regulation protein RsbQ
MFNABGGJ_03557	CDS	1176	sasA_12	2.7.-.-		Adaptive-response sensory-kinase SasA
MFNABGGJ_03558	CDS	834	dapF_3	5.1.1.7	COG0253	Diaminopimelate epimerase
MFNABGGJ_03559	CDS	1059				hypothetical protein
MFNABGGJ_03560	CDS	501				hypothetical protein
MFNABGGJ_03561	CDS	1578				hypothetical protein
MFNABGGJ_03562	CDS	714				hypothetical protein
MFNABGGJ_03563	CDS	750	crnA	3.5.2.10		Creatinine amidohydrolase
MFNABGGJ_03564	CDS	342				hypothetical protein
MFNABGGJ_03565	CDS	639				hypothetical protein
MFNABGGJ_03566	CDS	264				hypothetical protein
MFNABGGJ_03567	CDS	732	frlR		COG2188	putative fructoselysine utilization operon transcriptional repressor
MFNABGGJ_03568	CDS	633	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
MFNABGGJ_03569	CDS	1431				hypothetical protein
MFNABGGJ_03570	CDS	549				hypothetical protein
MFNABGGJ_03571	CDS	1059	hoxN_2			High-affinity nickel transport protein
MFNABGGJ_03572	CDS	2442	fcuA_2			Ferrichrome receptor FcuA
MFNABGGJ_03573	CDS	948	fecR_7		COG3712	Protein FecR
MFNABGGJ_03574	CDS	498	fecI_10		COG1595	putative RNA polymerase sigma factor FecI
MFNABGGJ_03575	CDS	2289	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
MFNABGGJ_03576	CDS	126				hypothetical protein
MFNABGGJ_03577	CDS	846	hdfR_7			HTH-type transcriptional regulator HdfR
MFNABGGJ_03578	CDS	891	gcvA_8			Glycine cleavage system transcriptional activator
MFNABGGJ_03579	CDS	1302	puuB_4	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
MFNABGGJ_03580	CDS	1089	spuE_2		COG0687	Spermidine-binding periplasmic protein SpuE
MFNABGGJ_03581	CDS	450				hypothetical protein
MFNABGGJ_03582	CDS	1320	nicP_6			Porin-like protein NicP
MFNABGGJ_03583	CDS	858	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
MFNABGGJ_03584	CDS	1032	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
MFNABGGJ_03585	CDS	795	potH_2		COG1176	Putrescine transport system permease protein PotH
MFNABGGJ_03586	CDS	822	phnU		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
MFNABGGJ_03587	CDS	1005			COG1840	putative protein
MFNABGGJ_03588	CDS	1005	rbsR_2		COG1609	Ribose operon repressor
MFNABGGJ_03589	CDS	663				hypothetical protein
MFNABGGJ_03590	CDS	1098	nspC	4.1.1.96	COG0019	Carboxynorspermidine/carboxyspermidine decarboxylase
MFNABGGJ_03591	CDS	1200		1.5.1.43		Carboxynorspermidine synthase
MFNABGGJ_03592	CDS	780	pcaR_1		COG1414	Pca regulon regulatory protein
MFNABGGJ_03593	CDS	783	artI		COG0834	Putative ABC transporter arginine-binding protein 2
MFNABGGJ_03594	CDS	669	yecS_5		COG0765	L-cystine transport system permease protein YecS
MFNABGGJ_03595	CDS	753	tcyC_3	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
MFNABGGJ_03596	CDS	1266	puuB_5	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
MFNABGGJ_03597	CDS	348				hypothetical protein
MFNABGGJ_03598	CDS	924	glsA2	3.5.1.2	COG2066	Glutaminase 2
MFNABGGJ_03599	CDS	507	lspA_1	3.4.23.36		Lipoprotein signal peptidase
MFNABGGJ_03600	CDS	411				hypothetical protein
MFNABGGJ_03601	CDS	852	nimR_6			HTH-type transcriptional regulator NimR
MFNABGGJ_03602	CDS	729				hypothetical protein
MFNABGGJ_03603	CDS	183				hypothetical protein
MFNABGGJ_03604	CDS	462				hypothetical protein
MFNABGGJ_03605	CDS	726				hypothetical protein
MFNABGGJ_03606	CDS	1395	wcaJ_2	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
MFNABGGJ_03607	CDS	2091				hypothetical protein
MFNABGGJ_03608	CDS	768				hypothetical protein
MFNABGGJ_03609	CDS	660				hypothetical protein
MFNABGGJ_03610	CDS	1023				hypothetical protein
MFNABGGJ_03611	CDS	285				hypothetical protein
MFNABGGJ_03612	CDS	1344	tuaD	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
MFNABGGJ_03613	CDS	1428	algA_3		COG0662	Alginate biosynthesis protein AlgA
MFNABGGJ_03614	CDS	477				hypothetical protein
MFNABGGJ_03615	CDS	456				hypothetical protein
MFNABGGJ_03616	CDS	975				hypothetical protein
MFNABGGJ_03617	CDS	543	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
MFNABGGJ_03618	CDS	846				hypothetical protein
MFNABGGJ_03619	CDS	1152				hypothetical protein
MFNABGGJ_03620	CDS	1461				hypothetical protein
MFNABGGJ_03621	CDS	1272				hypothetical protein
MFNABGGJ_03622	CDS	2229	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
MFNABGGJ_03623	CDS	495	amsI	3.1.3.48	COG0394	putative low molecular weight protein-tyrosine-phosphatase AmsI
MFNABGGJ_03624	CDS	510	rfaH		COG0250	Transcription antitermination protein RfaH
MFNABGGJ_03625	CDS	309				hypothetical protein
MFNABGGJ_03626	CDS	348				hypothetical protein
MFNABGGJ_03627	CDS	660				hypothetical protein
MFNABGGJ_03628	CDS	1014	ssuA_3			Putative aliphatic sulfonates-binding protein
MFNABGGJ_03629	CDS	768	ssuB_2	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
MFNABGGJ_03630	CDS	864	ssuC_3		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
MFNABGGJ_03631	CDS	1089	msuD_1	1.14.14.5	COG2141	Methanesulfonate monooxygenase
MFNABGGJ_03632	CDS	414	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
MFNABGGJ_03633	CDS	1200	yhhS_1			putative MFS-type transporter YhhS
MFNABGGJ_03634	CDS	174				hypothetical protein
MFNABGGJ_03635	CDS	129				hypothetical protein
MFNABGGJ_03636	CDS	1302	exuT_1			Hexuronate transporter
MFNABGGJ_03637	CDS	585				hypothetical protein
MFNABGGJ_03638	CDS	312				hypothetical protein
MFNABGGJ_03639	CDS	1023				hypothetical protein
MFNABGGJ_03640	CDS	1455	trkI		COG0168	Trk system potassium uptake protein TrkI
MFNABGGJ_03641	CDS	1338				hypothetical protein
MFNABGGJ_03642	CDS	2052				hypothetical protein
MFNABGGJ_03643	CDS	177				hypothetical protein
MFNABGGJ_03644	CDS	597	sodB_2	1.15.1.1	COG0605	Superoxide dismutase [Fe]
MFNABGGJ_03645	CDS	603	argO		COG1279	Arginine exporter protein ArgO
MFNABGGJ_03646	CDS	402				hypothetical protein
MFNABGGJ_03647	CDS	894	argP_2		COG0583	HTH-type transcriptional regulator ArgP
MFNABGGJ_03648	CDS	999	oleD_1	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
MFNABGGJ_03649	CDS	828				hypothetical protein
MFNABGGJ_03650	CDS	1260	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
MFNABGGJ_03651	CDS	1287				putative sugar-binding periplasmic protein
MFNABGGJ_03652	CDS	909	melD_2		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
MFNABGGJ_03653	CDS	846	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
MFNABGGJ_03654	CDS	1161	ugpC_2	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
MFNABGGJ_03655	CDS	1347	oprB_2		COG3659	Porin B
MFNABGGJ_03656	CDS	846	yeaD_2	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
MFNABGGJ_03657	CDS	870	hexR_3		COG1737	HTH-type transcriptional regulator HexR
MFNABGGJ_03658	CDS	1467	zwf_1	1.1.1.363	COG0364	Glucose-6-phosphate 1-dehydrogenase
MFNABGGJ_03659	CDS	714	pgl_2	3.1.1.31		6-phosphogluconolactonase
MFNABGGJ_03660	CDS	666	eda	4.1.2.14	COG0800	2-dehydro-3-deoxy-phosphogluconate aldolase
MFNABGGJ_03661	CDS	1176	cefD_2	5.1.1.17	COG0520	Isopenicillin N epimerase
MFNABGGJ_03662	CDS	237				hypothetical protein
MFNABGGJ_03663	CDS	468				hypothetical protein
MFNABGGJ_03664	CDS	471	phaJ_1	4.2.1.119	COG2030	(R)-specific enoyl-CoA hydratase
MFNABGGJ_03665	CDS	945		3.1.1.23	COG2267	Monoacylglycerol lipase
MFNABGGJ_03666	CDS	1689	fadD_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MFNABGGJ_03667	CDS	1692	fadD_3	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MFNABGGJ_03668	CDS	378				hypothetical protein
MFNABGGJ_03669	CDS	186				hypothetical protein
MFNABGGJ_03670	CDS	945				hypothetical protein
MFNABGGJ_03671	CDS	540	def_2	3.5.1.88	COG0242	Peptide deformylase
MFNABGGJ_03672	CDS	825				hypothetical protein
MFNABGGJ_03673	CDS	438				hypothetical protein
MFNABGGJ_03674	CDS	117				hypothetical protein
MFNABGGJ_03675	CDS	942				hypothetical protein
MFNABGGJ_03676	CDS	780				hypothetical protein
MFNABGGJ_03677	CDS	510	fecI_11		COG1595	putative RNA polymerase sigma factor FecI
MFNABGGJ_03678	CDS	936	fecR_8		COG3712	Protein FecR
MFNABGGJ_03679	CDS	2655	btuB_5			Vitamin B12 transporter BtuB
MFNABGGJ_03680	CDS	1014				hypothetical protein
MFNABGGJ_03681	CDS	927	ssuA_4			Putative aliphatic sulfonates-binding protein
MFNABGGJ_03682	CDS	1005	sbnB	1.5.1.51	COG2423	N-((2S)-2-amino-2-carboxyethyl)-L-glutamate dehydrogenase
MFNABGGJ_03683	CDS	1395	hutH_4	4.3.1.3	COG2986	Histidine ammonia-lyase
MFNABGGJ_03684	CDS	603	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
MFNABGGJ_03685	CDS	870	gltC_9			HTH-type transcriptional regulator GltC
MFNABGGJ_03686	CDS	1320	bdlA_2		COG0840	Biofilm dispersion protein BdlA
MFNABGGJ_03687	CDS	507				hypothetical protein
MFNABGGJ_03688	CDS	1410	ydjE			Inner membrane metabolite transport protein YdjE
MFNABGGJ_03689	CDS	738	udh_2	1.1.1.203	COG0451	Uronate dehydrogenase
MFNABGGJ_03690	CDS	633	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GstB
MFNABGGJ_03691	CDS	414				hypothetical protein
MFNABGGJ_03692	CDS	432				hypothetical protein
MFNABGGJ_03693	CDS	1029	gntR_1			HTH-type transcriptional regulator GntR
MFNABGGJ_03694	CDS	534				hypothetical protein
MFNABGGJ_03695	CDS	1356	gntT_3		COG2610	High-affinity gluconate transporter
MFNABGGJ_03696	CDS	1218	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
MFNABGGJ_03697	CDS	486				hypothetical protein
MFNABGGJ_03698	CDS	606				hypothetical protein
MFNABGGJ_03699	CDS	486				hypothetical protein
MFNABGGJ_03700	CDS	420				hypothetical protein
MFNABGGJ_03701	CDS	345				hypothetical protein
MFNABGGJ_03702	CDS	483				hypothetical protein
